Number,Description,Short description,Close notes,Full description,group_id,root_cause
INC1698979,at the time of conversion to adr  showing the error msg in uploading   id card number  as  id is  duplicate  please find the attached screen short,Technology : New Entry Model : PC to ADR Conversion Query.,Aadhar details has been removed. Please ask user to retry if issue persist please let us know with error screen shot.,at the time of conversion to adr  showing the error msg in uploading   id card number  as  id is  duplicate  please find the attached screen short-Technology : New Entry Model : PC to ADR Conversion Query.,5,Core Application Functionality Issues
INC1701778,"Customer called and stated that customer is unable to sponser PC, kindly check and help.",Technology : New Entry Model : ADR Unable to Sponsor PC.,"As checked user is able to sponsor PC.
PFA screenshot for you reference.
Please ask user to try again.","Customer called and stated that customer is unable to sponser PC, kindly check and help.-Technology : New Entry Model : ADR Unable to Sponsor PC.",5,Miscellaneous/Uncategorized
INC1645231,Unable to join PC under this ID. error message showing on screen as-Kindly resolve it ASAP.,Technology : New Entry Model : ADR Unable to Sponsor PC.,"Account Synced,Please find the attached screen shot.
Please ask ABO to clear the browser cache, history and then check again. if issue persist please let us know with error screenshot",Unable to join PC under this ID. error message showing on screen as-Kindly resolve it ASAP.-Technology : New Entry Model : ADR Unable to Sponsor PC.,5,Core Application Functionality Issues
INC1691378,The Below said ADR not able to Sponsor the PC...,Technology : New Entry Model : ADR Unable to Sponsor PC.,"Profile has been synced, kindly verify now.",The Below said ADR not able to Sponsor the PC...-Technology : New Entry Model : ADR Unable to Sponsor PC.,5,Miscellaneous/Uncategorized
INC1648946,"Hi Team, ADSP ADSP registered on  but his profile reflected as PC on the website, due to this he is unable to sponsor any PC/ADSPs under his ADSP account. Hence, kindly check and resolve this issue asap.",Technology : New Entry Model : ADR Unable to Sponsor PC.,User has been synced now please ask them to try again.,"Hi Team, ADSP ADSP registered on  but his profile reflected as PC on the website, due to this he is unable to sponsor any PC/ADSPs under his ADSP account. Hence, kindly check and resolve this issue asap.-Technology : New Entry Model : ADR Unable to Sponsor PC.",5,Product & Service Specific Defects
INC1653461,"Customer called and stated that they are not able to sponsor PC when they are trying to sponsor, they are getting error like some unexpected error try again after some time kindly check and help with the resolution as earliest.",Technology : New Entry Model : ADR Unable to Sponsor PC.,"Please find the attached screen shot. If still facing any issue, please feel free to raise the new incident.","Customer called and stated that they are not able to sponsor PC when they are trying to sponsor, they are getting error like some unexpected error try again after some time kindly check and help with the resolution as earliest.-Technology : New Entry Model : ADR Unable to Sponsor PC.",5,Core Application Functionality Issues
INC1670161,"Dear IT Team,try to do conversion from PC TO ADR , but unable to do so as it is showing error that Upline is not eligible for sponsorship /due to sponsor block -non fulfillment of Annual sales criteria. Therefore , you are requested to please rectify this issue at the earliest so that, can do her conversion from PC TO ADR. Here below are the screenshot for your reference:-",Technology : New Entry Model : PC to ADR Conversion Query.,"blocks can't be removed for the user as sales criteria is not met for the sponsor
please ask user to change the sponsor at there end","Dear IT Team,try to do conversion from PC TO ADR , but unable to do so as it is showing error that Upline is not eligible for sponsorship /due to sponsor block -non fulfillment of Annual sales criteria. Therefore , you are requested to please rectify this issue at the earliest so that, can do her conversion from PC TO ADR. Here below are the screenshot for your reference:--Technology : New Entry Model : PC to ADR Conversion Query.",5,Core Application Functionality Issues
INC1651201,PC Try to do conversion from PC TO ADR but unable to do so requested you to please rectify this issue at the earliest.,Technology : New Entry Model : PC to ADR Conversion Query.,Please ask user to now try again as adhar card has been removed .,PC Try to do conversion from PC TO ADR but unable to do so requested you to please rectify this issue at the earliest.-Technology : New Entry Model : PC to ADR Conversion Query.,5,Miscellaneous/Uncategorized
INC1645207,"trying to convert themselves from PC to ABO, but when she is trying to add their bank details, error showing as bank account is already existed, whereas their old account number:was deleted on last year,please do the needful as soon as possible. both screenshot's are attached for your reference.",Technology : New Entry Model : PC to ADR Conversion Query.,"As checked the account number mentioned is already mapped against the user 15676582.Please find a screenshot for your reference.
Please ask user to try with unique details.","trying to convert themselves from PC to ABO, but when she is trying to add their bank details, error showing as bank account is already existed, whereas their old account number:was deleted on last year,please do the needful as soon as possible. both screenshot's are attached for your reference.-Technology : New Entry Model : PC to ADR Conversion Query.",5,Core Application Functionality Issues
INC1668497,The error is coming while verify the sponsor number during the new PC registration.Error message is  This user is not authorized for sponsorship,Technology : New Entry Model : ADR Unable to Sponsor PC.,"Account Synced,Please find the attached screen shot.
Please ask ABO to clear the browser cache, history and then check again. if issue persist please let us know with error screenshot.",The error is coming while verify the sponsor number during the new PC registration.Error message is  This user is not authorized for sponsorship-Technology : New Entry Model : ADR Unable to Sponsor PC.,5,Core Application Functionality Issues
INC1670185,This PC is unable to convert to ABO under his current sponsor as the current sponsor is sponsor blocked. So when this PC tries to edit the sponsor is unable to do so. Kindly look into this.,Technology : New Entry Model : PC to ADR Conversion Query.,Please ask user to now try again. Mobile number has been validated.,This PC is unable to convert to ABO under his current sponsor as the current sponsor is sponsor blocked. So when this PC tries to edit the sponsor is unable to do so. Kindly look into this.-Technology : New Entry Model : PC to ADR Conversion Query.,5,Miscellaneous/Uncategorized
INC1647463,Please note that existing PC like to convert from PC to ABO...but his current sponsor is block in sponsorship due to incomplete the ASC. PC is ready to accept the next upline as a sponsor of the current sponsor. Please do the needful.,Technology : New Entry Model : PC to ADR Conversion Query.,Please ask user to try again as mobile number has been validated . ,Please note that existing PC like to convert from PC to ABO...but his current sponsor is block in sponsorship due to incomplete the ASC. PC is ready to accept the next upline as a sponsor of the current sponsor. Please do the needful.-Technology : New Entry Model : PC to ADR Conversion Query.,5,Miscellaneous/Uncategorized
